PT,disambiguate,AU,BA,CA,GP,RI,OI,BE,Z2,TI,X1,Y1,Z1,FT,PN,AE,Z3,SO,S1,SE,BS,VL,IS,SI,MA,BP,EP,AR,DI,D2,SU,PD,PY,AB,X4,Y4,Z4,AK,CT,CY,SP,CL,TC,Z8,ZB,ZS,Z9,SN,BN,UT,PM
J,NA,"Luo, Siyang; Zhang, Xiao",NA,NA,NA,NA,NA,NA,NA,Embodiment and Humiliation Moderation of Neural Responses to Others' Suffering in Female Submissive BDSM Practitioners,NA,NA,NA,NA,NA,NA,NA,FRONTIERS IN NEUROSCIENCE,NA,NA,NA,12,NA,NA,NA,NA,NA,463,10.3389/fnins.2018.00463,NA,NA,JUL 9 2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,WOS:000437893700002,NA
J,NA,"Hsu, Chun-Ting; Sims, Thomas; Chakrabarti, Bhismadev",NA,NA,NA,NA,NA,NA,NA,How mimicry influences the neural correlates of reward: An fMRI study,NA,NA,NA,NA,NA,NA,NA,NEUROPSYCHOLOGIA,NA,NA,NA,116,NA,NA,NA,61,67,NA,10.1016/j.neuropsychologia.2017.08.018,NA,NA,18-Jul,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,WOS:000443791400008,NA
J,NA,"Hauser, David J.; Ellsworth, Phoebe C.; Gonzalez, Richard",NA,NA,NA,NA,NA,NA,NA,Are Manipulation Checks Necessary?,NA,NA,NA,NA,NA,NA,NA,FRONTIERS IN PSYCHOLOGY,NA,NA,NA,9,NA,NA,NA,NA,NA,998,10.3389/fpsyg.2018.00998,NA,NA,JUN 21 2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,WOS:000435853400001,NA
J,NA,"Wang, Jingjing; Li, Weijian; Li, Xinyu; Li, Ping; Zhang, Yuchi; Jia, Xiaoyu; Chen, Yue; Vanhoy, Mickie; Sun, Binghai",NA,NA,NA,NA,NA,NA,NA,A differing bidirectional impact on the recognition accuracy of facial expression,NA,NA,NA,NA,NA,NA,NA,INTERNATIONAL JOURNAL OF PSYCHOLOGY,NA,NA,NA,53,3,NA,NA,194,199,NA,10.1002/ijop.12371,NA,NA,18-Jun,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,WOS:000433577700004,NA
J,NA,"Osypiuk, Kamila; Thompson, Evan; Wayne, Peter M.",NA,NA,NA,NA,NA,NA,NA,Can Tai Chi and Qigong Postures Shape Our Mood? Toward an Embodied Cognition Framework for Mind-Body Research,NA,NA,NA,NA,NA,NA,NA,FRONTIERS IN HUMAN NEUROSCIENCE,NA,NA,NA,12,NA,NA,NA,NA,NA,174,10.3389/fnhum.2018.00174,NA,NA,MAY 1 2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,WOS:000431230000001,NA
J,NA,"Nayakankuppam, Dhananjay; Priester, Joseph R.; Kwon, Jae Hwan; Donovan, Leigh Anne Novak; Petty, Richard E.",NA,NA,NA,NA,NA,NA,NA,Construction and retrieval of evaluative judgments: The attitude strength moderation model,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY,NA,NA,NA,76,NA,NA,NA,54,66,NA,10.1016/j.jesp.2017.12.005,NA,NA,18-May,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,WOS:000432508900006,NA
J,NA,"Noah, Tom; Schul, Yaacov; Mayo, Ruth",NA,NA,NA,NA,NA,NA,NA,When Both the Original Study and Its Failed Replication Are Correct: Feeling Observed Eliminates the Facial-Feedback Effect,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,NA,NA,NA,114,5,NA,NA,657,664,NA,10.1037/pspa0000121,NA,NA,18-May,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,WOS:000430423100001,NA
J,NA,"Fritsch, Julian; Elbe, Anne-Marie; Hatzigeorgiadis, Antonis",NA,NA,NA,NA,NA,NA,NA,A Call for an Increased Consideration of the Behavioral Component of Emotion in Sport Psychology Research,NA,NA,NA,NA,NA,NA,NA,ZEITSCHRIFT FUR SPORTPSYCHOLOGIE,NA,NA,NA,25,2,NA,NA,79,88,NA,10.1026/1612-5010/a000220,NA,NA,18-Apr,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,WOS:000452414400004,NA
J,NA,"Soderkvist, Sven; Ohlen, Kajsa; Dimberg, Ulf",NA,NA,NA,NA,NA,NA,NA,How the Experience of Emotion is Modulated by Facial Feedback,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF NONVERBAL BEHAVIOR,NA,NA,NA,42,1,NA,NA,129,151,NA,10.1007/s10919-017-0264-1,NA,NA,18-Mar,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,WOS:000425296000007,NA
J,NA,"Huesmann, L. Rowell",NA,NA,NA,NA,NA,NA,NA,An integrative theoretical understanding of aggression: a brief exposition,NA,NA,NA,NA,NA,NA,NA,CURRENT OPINION IN PSYCHOLOGY,NA,NA,NA,19,NA,NA,NA,119,124,NA,10.1016/j.copsyc.2017.04.015,NA,NA,18-Feb,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,WOS:000419561300023,NA
J,NA,"Vrijhof, Claudia I.; van der Voort, Anja; van IJzendoorn, Marinus H.; Euser, Saskia",NA,NA,NA,NA,NA,NA,NA,Stressful Family Environments and Children's Behavioral Control: A Multimethod Test and Replication Study With Twins,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF FAMILY PSYCHOLOGY,NA,NA,NA,32,1,NA,NA,49,59,NA,10.1037/fam0000345,NA,NA,18-Feb,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,WOS:000427608700007,NA
J,NA,"Jospe, Karine; Floeel, Agnes; Lavidor, Michal",NA,NA,NA,NA,NA,NA,NA,The interaction between embodiment and empathy in facial expression recognition,NA,NA,NA,NA,NA,NA,NA,SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE,NA,NA,NA,13,2,NA,NA,203,215,NA,10.1093/scan/nsy005,NA,NA,18-Feb,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,WOS:000427017200007,NA
J,NA,"Tillman, Richard; Louwerse, Max",NA,NA,NA,NA,NA,NA,NA,Estimating Emotions Through Language Statistics and Embodied Cognition,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF PSYCHOLINGUISTIC RESEARCH,NA,NA,NA,47,1,NA,NA,159,167,NA,10.1007/s10936-017-9522-y,NA,NA,18-Feb,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,WOS:000424220500009,NA
J,NA,"Berndt, Eduard; Dudschig, Carolin; Kaup, Barbara",NA,NA,NA,NA,NA,NA,NA,Activating concepts by activating experiential traces: investigations with a series of anagram solution tasks,NA,NA,NA,NA,NA,NA,NA,QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY,NA,NA,NA,71,2,NA,NA,483,498,NA,10.1080/17470218.2016.1261913,NA,NA,18-Feb,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,WOS:000423317700013,NA
J,NA,"Fridland, Ellen; Wiers, Corinde E.",NA,NA,NA,NA,NA,NA,NA,Addiction and embodiment,NA,NA,NA,NA,NA,NA,NA,PHENOMENOLOGY AND THE COGNITIVE SCIENCES,NA,NA,NA,17,1,NA,NA,15,42,NA,10.1007/s11097-017-9508-0,NA,NA,18-Feb,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,WOS:000419995900002,NA
J,NA,"Deng, Huan; Hu, Ping",NA,NA,NA,NA,NA,NA,NA,Matching Your Face or Appraising the Situation: Two Paths to Emotional Contagion,NA,NA,NA,NA,NA,NA,NA,FRONTIERS IN PSYCHOLOGY,NA,NA,NA,8,NA,NA,NA,NA,NA,2278,10.3389/fpsyg.2017.02278,NA,NA,JAN 4 2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,WOS:000419400200001,NA
J,NA,"Attan, Anthony; Whitelaw, Ginny; Ferguson, Emily",NA,NA,NA,NA,NA,NA,NA,A practical model for embodied coaching,NA,NA,NA,NA,NA,NA,NA,COACHING-AN INTERNATIONAL JOURNAL OF THEORY RESEARCH AND PRACTICE,NA,NA,NA,11,1,NA,NA,16,29,NA,10.1080/17521882.2017.1351460,NA,NA,JAN 2 2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,WOS:000551983200003,NA
J,NA,"Jacobs, Naomi; Cooper, Rachel","Jacobs, N; Cooper, R",NA,NA,NA,NA,NA,NA,Digital public space for the evolved mind,NA,NA,NA,NA,NA,NA,NA,LIVING IN DIGITAL WORLDS: DESIGNING THE DIGITAL PUBLIC SPACE,NA,NA,NA,NA,NA,NA,NA,28,50,NA,NA,NA,NA,2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,WOS:000467370600003,NA
J,NA,"Sherman, Nancy",NA,NA,NA,NA,NA,NA,NA,Thin 'thank you's' Resentment and gratitude in homecoming rituals,NA,NA,NA,NA,NA,NA,NA,CULTIVATING MORAL CHARACTER AND VIRTUE IN PROFESSIONAL PRACTICE,NA,NA,NA,NA,NA,NA,NA,29,41,NA,NA,NA,NA,2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,WOS:000462566800003,NA
J,NA,"Saggese, Davide; Cordasco, Gennaro; Maldonato, Mauro N.; Bourbakis, Nikolaos; Vinciarelli, Alessandro; Esposito, Anna",NA,NA,IEEE,NA,NA,NA,NA,Power Poses Affect Risk Tolerance and Skin Conductance Levels,NA,NA,NA,NA,NA,NA,NA,Proceedings-International Conference on Tools With Artificial Intelligence,NA,NA,NA,NA,NA,NA,NA,1033,1039,NA,10.1109/ICTAI.2018.00159,NA,NA,2018,2018,NA,NA,NA,NA,NA,30th IEEE International Conference on Tools with Artificial Intelligence (ICTAI),"NOV 05-07, 2018",IEEE; IEEE Comp Soc; Biol & Artificial Intelligence Fdn,"Volos, GREECE",1,NA,NA,NA,NA,NA,NA,WOS:000457750200149,NA
J,NA,"Nelson, Leif D.; Simmons, Joseph; Simonsohn, Uri",NA,NA,NA,NA,NA,NA,NA,Psychology's Renaissance,NA,NA,NA,NA,NA,NA,NA,Annual Review of Psychology,NA,NA,NA,69,NA,NA,NA,511,534,NA,10.1146/annurev-psych-122216-011836,NA,NA,2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,NA,NA,NA,NA,NA,NA,WOS:000424143700022,NA
J,NA,"Borg, Celine; Bouazza, Zineb; Godeau, Marielle; Getenet, Jean-Claude; Chainay, Hanna",NA,NA,NA,NA,NA,NA,NA,Effect of Emotion and Type of Encoding on Memory for Actions: Verbal and Subject-Performed Tasks,NA,NA,NA,NA,NA,NA,NA,DEMENTIA AND GERIATRIC COGNITIVE DISORDERS,NA,NA,NA,45,4-Mar,NA,NA,162,179,NA,10.1159/000488103,NA,NA,2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,WOS:000437469600003,NA
J,NA,"Bar Shalom, Yehuda; Grebelsy-Lichtman, Tsfira; Alayan, Fatima",NA,NA,NA,NA,NA,NA,NA,Intercultural encounters as a 'Mind Body' experience: a case study in Jerusalem,NA,NA,NA,NA,NA,NA,NA,INTERCULTURAL EDUCATION,NA,NA,NA,29,1,NA,NA,139,147,NA,10.1080/14675986.2017.1405536,NA,NA,2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,WOS:000430970000009,NA
J,NA,"Eldor, Liat",NA,NA,NA,NA,NA,NA,NA,"Public Service Sector: The Compassionate Workplace-The Effect of Compassion and Stress on Employee Engagement, Burnout, and Performance",NA,NA,NA,NA,NA,NA,NA,JOURNAL OF PUBLIC ADMINISTRATION RESEARCH AND THEORY,NA,NA,NA,28,1,NA,NA,86,103,NA,10.1093/jopart/mux028,NA,NA,18-Jan,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,WOS:000428114500006,NA
J,NA,"Gibbs, Raymond W., Jr.; Samermit, Patrawat; Karzmark, Christopher R.",NA,NA,NA,NA,NA,NA,NA,"Humor, irony, and the body",NA,NA,NA,NA,NA,NA,NA,REVIEW OF COGNITIVE LINGUISTICS,NA,NA,NA,16,1,NA,NA,72,96,NA,10.1075/rcl.00004.gib,NA,NA,2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,WOS:000435611300004,NA
J,NA,"Prenger, Margaret T. M.; MacDonald, Penny A.",NA,NA,NA,NA,NA,NA,NA,Problems with Facial Mimicry Might Contribute to Emotion Recognition Impairment in Parkinson's Disease,NA,NA,NA,NA,NA,NA,NA,PARKINSONS DISEASE,NA,NA,NA,2018,NA,NA,NA,NA,NA,5741941,10.1155/2018/5741941,NA,NA,2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,WOS:000451205500001,NA
J,NA,"Gjelsvik, Bergljot; Lovric, Darko; Williams, J. Mark G.",NA,NA,NA,NA,NA,NA,NA,Embodied cognition and emotional disorders: Embodiment and abstraction in understanding depression,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF EXPERIMENTAL PSYCHOPATHOLOGY,NA,NA,NA,9,3,NA,NA,NA,NA,UNSP 035714,10.5127/pr.035714,NA,NA,2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,WOS:000446859400010,NA
J,NA,"Santos, David; Stavraki, Maria; Gandarillas, Beatriz; Cancela, Ana; Brinol, Pablo",NA,NA,NA,NA,NA,NA,NA,Interrupting a joke validates thoughts and polarizes attitudes towards a recycling company,NA,NA,NA,NA,NA,NA,NA,REVISTA DE PSICOLOGIA SOCIAL,NA,NA,NA,33,3,NA,NA,529,554,NA,10.1080/02134748.2018.1483623,NA,NA,2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,WOS:000441736200003,NA
J,NA,"Wildschut, Tim; Sedikides, Constantine; Robertson, Sara",NA,NA,NA,NA,NA,NA,NA,Sociality and intergenerational transfer of older adults' nostalgia,NA,NA,NA,NA,NA,NA,NA,MEMORY,NA,NA,NA,26,8,NA,NA,1030,1041,NA,10.1080/09658211.2018.1470645,NA,NA,2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,WOS:000435699500002,NA
J,NA,"Cohen, Imogen",NA,NA,NA,NA,NA,NA,NA,On randomness,NA,NA,NA,NA,NA,NA,NA,TARGET-INTERNATIONAL JOURNAL OF TRANSLATION STUDIES,NA,NA,NA,30,1,NA,NA,3,23,NA,10.1075/target.14124.coh,NA,NA,2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,WOS:000429774900002,NA
J,NA,"Rothermund, Klaus; Koole, Sander L.",NA,NA,NA,NA,NA,NA,NA,Three decades of Cognition & Emotion: A brief review of past highlights and future prospects,NA,NA,NA,NA,NA,NA,NA,COGNITION & EMOTION,NA,NA,NA,32,1,NA,NA,1,12,NA,10.1080/02699931.2018.1418197,NA,NA,2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,WOS:000424988300001,NA
J,NA,"Gloeckner, Andreas; Fiedler, Susann; Renkewitz, Frank",NA,NA,NA,NA,NA,NA,NA,Sound and Efficient Science: A Strategic Alignment of Research Processes as Way out of the Replication Crisis,NA,NA,NA,NA,NA,NA,NA,PSYCHOLOGISCHE RUNDSCHAU,NA,NA,NA,69,1,NA,NA,22,36,NA,10.1026/0033-3042/a000384,NA,NA,18-Jan,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,WOS:000419334000003,NA
J,NA,"Huesmann, L. Rowell","DeLisi, M",NA,NA,NA,NA,NA,NA,The Contagion of Violence,NA,NA,NA,NA,NA,NA,NA,Cambridge Handbooks in Psychology,NA,NA,NA,NA,NA,NA,NA,527,556,NA,NA,NA,NA,2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,WOS:000524491500030,NA
J,NA,"Kindermann, Harald; Auinger, Franz",NA,NA,NA,NA,NA,NA,NA,Emotions and Feelings: Some Aspects for the HCI-Community - A Work in Progress Paper,NA,NA,NA,NA,NA,NA,NA,Lecture Notes in Computer Science,NA,NA,NA,10923,NA,NA,NA,338,350,NA,10.1007/978-3-319-91716-0_26,NA,NA,2018,2018,NA,NA,NA,NA,NA,"5th International Conference on HCI in Business, Government and Organizations (HCIBGO) Held as Part of the 20th International Conference on Human-Computer Interaction (HCI International)","JUL 15-20, 2018",NA,"Las Vegas, NV",0,NA,NA,NA,NA,NA,NA,WOS:000553513800026,NA
J,NA,"Cochrane, Tom",NA,NA,NA,NA,NA,NA,NA,The Double Intentionality of Emotional Experience,NA,NA,NA,NA,NA,NA,NA,EUROPEAN JOURNAL OF PHILOSOPHY,NA,NA,NA,25,4,NA,NA,1454,1475,NA,10.1111/ejop.12233,NA,NA,17-Dec,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,WOS:000423213900029,NA
J,NA,He Huibin,NA,NA,NA,NA,NA,NA,NA,Reconsideration of Mimesis in Drama through the Perspective of Mirror Neurons,NA,NA,NA,NA,NA,NA,NA,FORUM FOR WORLD LITERATURE STUDIES,NA,NA,NA,9,4,NA,NA,618,629,NA,NA,NA,NA,17-Dec,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,WOS:000419765400006,NA
J,NA,"King, Ronnel B.; Datu, Jesus Alfonso",NA,NA,NA,NA,NA,NA,NA,Happy classes make happy students: Classmates' well-being predicts individual student well-being,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF SCHOOL PSYCHOLOGY,NA,NA,NA,65,NA,NA,NA,116,128,NA,10.1016/j.jsp.2017.07.004,NA,NA,17-Dec,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,WOS:000417660900009,NA
J,NA,"Ueda, Yoshiyuki; Nagoya, Kie; Yoshikawa, Sakiko; Nomura, Michio",NA,NA,NA,NA,NA,NA,NA,Forming Facial Expressions Influences Assessment of Others' Dominance but Not Trustworthiness,NA,NA,NA,NA,NA,NA,NA,FRONTIERS IN PSYCHOLOGY,NA,NA,NA,8,NA,NA,NA,NA,NA,2097,10.3389/fpsyg.2017.02097,NA,NA,DEC 1 2017,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,WOS:000416818100002,NA
J,NA,"Shenaar-Golan, Vered; Wald, Nava; Yatzkar, Uri",NA,NA,NA,NA,NA,NA,NA,Patterns of emotion regulation and emotion-related behaviors among parents of children with and without ADHD,NA,NA,NA,NA,NA,NA,NA,PSYCHIATRY RESEARCH,NA,NA,NA,258,NA,NA,NA,494,500,NA,10.1016/j.psychres.2017.08.090,NA,NA,17-Dec,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,WOS:000416184500077,NA
J,NA,"Schiavio, Andrea; van der Schyff, Dylan; Cespedes-Guevara, Julian; Reybrouck, Mark",NA,NA,NA,NA,NA,NA,NA,"Enacting musical emotions. sense-making, dynamic systems, and the embodied mind",NA,NA,NA,NA,NA,NA,NA,PHENOMENOLOGY AND THE COGNITIVE SCIENCES,NA,NA,NA,16,5,NA,NA,785,809,NA,10.1007/s11097-016-9477-8,NA,NA,17-Dec,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,WOS:000412916400002,NA
J,NA,"Prescott, John",NA,NA,NA,NA,NA,NA,NA,Some considerations in the measurement of emotions in sensory and consumer research,NA,NA,NA,NA,NA,NA,NA,FOOD QUALITY AND PREFERENCE,NA,NA,NA,62,NA,NA,NA,360,368,NA,10.1016/j.foodqual.2017.04.005,NA,NA,17-Dec,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,WOS:000411298600042,NA
J,NA,"Zhou, Yanyun; Zhang, Yifei; Hommel, Bernhard; Zhang, Hao",NA,NA,NA,NA,NA,NA,NA,The Impact of Bodily States on Divergent Thinking: Evidence for a Control-Depletion Account,NA,NA,NA,NA,NA,NA,NA,FRONTIERS IN PSYCHOLOGY,NA,NA,NA,8,NA,NA,NA,NA,NA,1546,10.3389/fpsyg.2017.01546,NA,NA,SEP 29 2017,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,WOS:000411928000001,NA
J,NA,"Sacavem, Antonio; Martinez, Luis F.; da Cunha, Joao Vieira; Abreu, Ana Maria; Johnson, Stefanie K.",NA,NA,NA,NA,NA,NA,NA,"CHARISMATIC LEADERSHIP: A STUDY ON DELIVERY STYLES, MOOD, AND PERFORMANCE",NA,NA,NA,NA,NA,NA,NA,JOURNAL OF LEADERSHIP STUDIES,NA,NA,NA,11,3,NA,NA,21,38,NA,10.1002/jls.21519,NA,NA,FAL 2017,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,WOS:000418714400003,NA
J,NA,"Prochazkova, Eliska; Kret, Mariska E.",NA,NA,NA,NA,NA,NA,NA,Connecting minds and sharing emotions through mimicry: A neurocognitive model of emotional contagion,NA,NA,NA,NA,NA,NA,NA,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS,NA,NA,NA,80,NA,NA,NA,99,114,NA,10.1016/j.neubiorev.2017.05.013,NA,NA,17-Sep,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,WOS:000416879800008,NA
J,NA,"Schmidt, Jennifer; Martin, Alexandra",NA,NA,NA,NA,NA,NA,NA,Smile away your cravings - Facial feedback modulates cue -induced food cravings,NA,NA,NA,NA,NA,NA,NA,APPETITE,NA,NA,NA,116,NA,NA,NA,536,543,NA,10.1016/j.appet.2017.05.037,NA,NA,SEP 1 2017,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,WOS:000405972700062,NA
J,NA,"Weis, Patrick P.; Herbert, Cornelia",NA,NA,NA,NA,NA,NA,NA,Bodily Reactions to Emotional Words Referring to Own versus Other People's Emotions,NA,NA,NA,NA,NA,NA,NA,FRONTIERS IN PSYCHOLOGY,NA,NA,NA,8,NA,NA,NA,NA,NA,1277,10.3389/fpsyg.2017.01277,NA,NA,AUG 22 2017,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,WOS:000408200500001,NA
J,NA,"Rice, Elise L.; Fredrickson, Barbara L.",NA,NA,NA,NA,NA,NA,NA,Do Positive Spontaneous Thoughts Function as Incentive Salience?,NA,NA,NA,NA,NA,NA,NA,EMOTION,NA,NA,NA,17,5,NA,NA,840,855,NA,10.1037/emo0000284,NA,NA,17-Aug,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,WOS:000423033000007,NA
J,NA,"Kaiser, Jakob; Davey, Graham C. L.",NA,NA,NA,NA,NA,NA,NA,The effect of facial feedback on the evaluation of statements describing everyday situations and the role of awareness,NA,NA,NA,NA,NA,NA,NA,CONSCIOUSNESS AND COGNITION,NA,NA,NA,53,NA,NA,NA,23,30,NA,10.1016/j.concog.2017.05.006,NA,NA,17-Aug,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,WOS:000406992100003,NA
J,NA,"Vallejo-Trujillo, Stella",NA,NA,NA,NA,NA,NA,NA,EMOTIONAL ADVERTISING AS A MARKETING STRATEGY: OPPORTUNITY FOR COMPANIES,NA,NA,NA,NA,NA,NA,NA,QUID-INVESTIGACION CIENCIA Y TECNOLOGIA,NA,NA,NA,NA,29,NA,NA,13,+,NA,NA,NA,NA,JUL-DEC 2017,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,WOS:000428242600002,NA
J,NA,"Nowak, Andrzej; Vallacher, Robin R.; Zochowski, Michal; Rychwalska, Agnieszka",NA,NA,NA,NA,NA,NA,NA,Functional Synchronization: The Emergence of Coordinated Activity in Human Systems,NA,NA,NA,NA,NA,NA,NA,FRONTIERS IN PSYCHOLOGY,NA,NA,NA,8,NA,NA,NA,NA,NA,945,10.3389/fpsyg.2017.00945,NA,NA,JUN 13 2017,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,WOS:000403137300001,NA
J,NA,"Brinol, Pablo; Petty, Richard E.; Belding, Jennifer",NA,NA,NA,NA,NA,NA,NA,Objectification of people and thoughts: An attitude change perspective,NA,NA,NA,NA,NA,NA,NA,BRITISH JOURNAL OF SOCIAL PSYCHOLOGY,NA,NA,NA,56,2,NA,NA,233,249,NA,10.1111/bjso.12183,NA,NA,17-Jun,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,WOS:000405296100003,NA
J,NA,"Cardwell, Brittany A.; Newman, Eryn J.; Garry, Maryanne; Mantonakis, Antonia; Beckett, Randi",NA,NA,NA,NA,NA,NA,NA,Photos That Increase Feelings of Learning Promote Positive Evaluations,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF EXPERIMENTAL PSYCHOLOGY-LEARNING MEMORY AND COGNITION,NA,NA,NA,43,6,NA,NA,944,954,NA,10.1037/xlm0000358,NA,NA,17-Jun,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,WOS:000402136600008,NA
J,NA,"Smith, Kristopher M.; Apicella, Coren L.",NA,NA,NA,NA,NA,NA,NA,"Winners, losers, and posers: The effect of power poses on testosterone and risk-taking following competition",NA,NA,NA,NA,NA,NA,NA,HORMONES AND BEHAVIOR,NA,NA,NA,92,NA,NA,NA,172,181,NA,10.1016/j.yhbeh.2016.11.003,NA,NA,17-Jun,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,WOS:000404318100019,NA
J,NA,"Davis, Joshua D.; Winkielman, Piotr; Coulson, Seana",NA,NA,NA,NA,NA,NA,NA,Sensorimotor simulation and emotion processing: Impairing facial action increases semantic retrieval demands,NA,NA,NA,NA,NA,NA,NA,COGNITIVE AFFECTIVE & BEHAVIORAL NEUROSCIENCE,NA,NA,NA,17,3,NA,NA,652,664,NA,10.3758/s13415-017-0503-2,NA,NA,17-Jun,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,WOS:000400051100013,NA
