UT,PT,AU,BA,CA,GP,RI,OI,BE,Z2,TI,X1,Y1,Z1,FT,PN,AE,Z3,SO,S1,SE,BS,VL,IS,SI,MA,BP,EP,AR,DI,D2,SU,PD,PY,AB,X4,Y4,Z4,AK,CT,CY,SP,CL,TC,Z8,ZB,ZS,Z9,SN,BN,PM
WOS:000497712900005,J,"Isern-Mas, Carme; Gomila, Antoni",NA,NA,NA,NA,NA,NA,NA,Making Sense of Emotional Contagion,NA,NA,NA,NA,NA,NA,NA,HUMANA MENTE-JOURNAL OF PHILOSOPHICAL STUDIES,NA,NA,NA,NA,35,NA,NA,71,100,NA,NA,NA,NA,19-Jul,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
WOS:000478740700002,J,"Sizer, Laura",NA,NA,NA,NA,NA,NA,NA,Sad Songs Say So Much: The Paradoxical Pleasures of Sad Music,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF AESTHETICS AND ART CRITICISM,NA,NA,NA,77,3,NA,NA,255,266,NA,10.1111/jaac.12659,NA,NA,19-Jun,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
WOS:000473508600004,J,"Marmeleira, Jose; Santos, Graca Duarte",NA,NA,NA,NA,NA,NA,NA,Do Not Neglect the Body and Action: The Emergence of Embodiment Approaches to Understanding Human Development,NA,NA,NA,NA,NA,NA,NA,PERCEPTUAL AND MOTOR SKILLS,NA,NA,NA,126,3,NA,NA,410,445,NA,10.1177/0031512519834389,NA,NA,19-Jun,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
WOS:000468755500011,J,"Palagi, Elisabetta; Norscia, Ivan; Pressi, Serena; Cordoni, Giada",NA,NA,NA,NA,NA,NA,NA,Facial Mimicry and Play: A Comparative Study in Chimpanzees and Gorillas,NA,NA,NA,NA,NA,NA,NA,EMOTION,NA,NA,NA,19,4,NA,NA,665,681,NA,10.1037/emo0000476,NA,NA,19-Jun,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA
WOS:000468382400003,J,"Coles, Nicholas A.; Larsen, Jeff T.; Lench, Heather C.",NA,NA,NA,NA,NA,NA,NA,A Meta-Analysis of the Facial Feedback Literature: Effects of Facial Feedback on Emotional Experience Are Small and Variable,NA,NA,NA,NA,NA,NA,NA,PSYCHOLOGICAL BULLETIN,NA,NA,NA,145,6,NA,NA,610,651,NA,10.1037/bul0000194,NA,NA,19-Jun,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA
WOS:000470377300001,J,"Gronau, Quentin F.; Ly, Alexander; Wagenmakers, Eric-Jan",NA,NA,NA,NA,NA,NA,NA,Informed Bayesian t-Tests,NA,NA,NA,NA,NA,NA,NA,AMERICAN STATISTICIAN,NA,NA,NA,74,2,NA,NA,137,143,NA,10.1080/00031305.2018.1562983,NA,NA,APR 2 2020,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA
WOS:000468290800008,J,"Wrobel, Monika; Imbir, Kamil K.",NA,NA,NA,NA,NA,NA,NA,Broadening the Perspective on Emotional Contagion and Emotional Mimicry: The Correction Hypothesis,NA,NA,NA,NA,NA,NA,NA,PERSPECTIVES ON PSYCHOLOGICAL SCIENCE,NA,NA,NA,14,3,NA,NA,437,451,NA,10.1177/1745691618808523,NA,NA,19-May,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA
WOS:000465125200002,J,"Rummer, Ralf; Schweppe, Judith",NA,NA,NA,NA,NA,NA,NA,Talking emotions: vowel selection in fictional names depends on the emotional valence of the to-be-named faces and objects,NA,NA,NA,NA,NA,NA,NA,COGNITION & EMOTION,NA,NA,NA,33,3,NA,NA,404,416,NA,10.1080/02699931.2018.1456406,NA,NA,APR 3 2019,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
WOS:000465428400006,J,"Arango-Munoz, Santiago",NA,NA,NA,NA,NA,NA,NA,Cognitive phenomenology and metacognitive feelings,NA,NA,NA,NA,NA,NA,NA,MIND & LANGUAGE,NA,NA,NA,34,2,NA,NA,247,262,NA,10.1111/mila.12215,NA,NA,19-Apr,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
WOS:000463801200001,J,"Stroebe, Wolfgang",NA,NA,NA,NA,NA,NA,NA,What Can We Learn from Many Labs Replications?,NA,NA,NA,NA,NA,NA,NA,BASIC AND APPLIED SOCIAL PSYCHOLOGY,NA,NA,NA,41,2,NA,NA,91,103,NA,10.1080/01973533.2019.1577736,NA,NA,MAR 4 2019,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
WOS:000469342200006,J,"Sedikides, Constantine; Lenton, Alison P.; Slabu, Letitia; Thomaes, Sander",NA,NA,NA,NA,NA,NA,NA,Sketching the Contours of State Authenticity,NA,NA,NA,NA,NA,NA,NA,REVIEW OF GENERAL PSYCHOLOGY,NA,NA,NA,23,1,NA,NA,73,88,NA,10.1037/gpr0000156,NA,NA,19-Mar,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA
WOS:000458335300001,J,"Shapiro, Lawrence A.",NA,NA,NA,NA,NA,NA,NA,Flesh matters: The body in cognition,NA,NA,NA,NA,NA,NA,NA,MIND & LANGUAGE,NA,NA,NA,34,1,NA,NA,3,20,NA,10.1111/mila.12203,NA,NA,19-Feb,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
WOS:000455200000008,J,"Koerner, Anita; Strack, Fritz",NA,NA,NA,NA,NA,NA,NA,Conditions for the clean slate effect after success or failure,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF SOCIAL PSYCHOLOGY,NA,NA,NA,159,1,NA,NA,92,105,NA,10.1080/00224545.2018.1454881,NA,NA,JAN 2 2019,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
WOS:000509553400007,J,"Wyer, Robert S., Jr.",NA,NA,NA,NA,NA,NA,NA,THEORY AND METHOD IN CONSUMER INFORMATION PROCESSING,NA,NA,NA,NA,NA,NA,NA,HANDBOOK OF RESEARCH METHODS IN CONSUMER PSYCHOLOGY,NA,NA,NA,NA,NA,NA,NA,107,131,NA,NA,NA,NA,2019,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
WOS:000509553400027,J,"Fabrigar, Leandre R.; Wegener, Duane T.; Vaughan-Johnston, Thomas I.; Wallace, Laura E.; Petty, Richard E.",NA,NA,NA,NA,NA,NA,NA,DESIGNING AND INTERPRETING REPLICATION STUDIES IN PSYCHOLOGICAL RESEARCH,NA,NA,NA,NA,NA,NA,NA,HANDBOOK OF RESEARCH METHODS IN CONSUMER PSYCHOLOGY,NA,NA,NA,NA,NA,NA,NA,483,507,NA,NA,NA,NA,2019,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
WOS:000487849400008,J,"Nikopoulos, James","Nikopoulos, J",NA,NA,NA,NA,NA,NA,"Individuality, In Theory Nietzsche-Become Your Laughter",NA,NA,NA,NA,NA,NA,NA,Routledge Studies in Twentieth-Century Literature,NA,NA,NA,55,NA,NA,NA,138,160,NA,NA,NA,NA,2019,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
WOS:000463261700025,J,"Milkowski, Marcin",NA,NA,NA,NA,NA,NA,NA,EMBODIED COGNITION,NA,NA,NA,NA,NA,NA,NA,Routledge Handbooks in Philosophy,NA,NA,NA,NA,NA,NA,NA,323,338,NA,NA,NA,NA,2019,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
WOS:000462415200013,J,"Dayan, Steven H.; Bacos, Jonathan T.; Gandhi, Nimit D.; Ho, Thuy-Van T.; Kalbag, Arjun",NA,NA,NA,NA,NA,NA,NA,Assessment of the Impact of Perioral Rejuvenation With Hyaluronic Acid Filler on Projected First Impressions and Mood Perceptions,NA,NA,NA,NA,NA,NA,NA,DERMATOLOGIC SURGERY,NA,NA,NA,45,1,NA,NA,99,107,NA,10.1097/DSS.0000000000001613,NA,NA,19-Jan,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA
WOS:000461547700013,J,"Wentura, Dirk",NA,NA,NA,NA,NA,NA,NA,Cognition and emotion: on paradigms and metaphors,NA,NA,NA,NA,NA,NA,NA,COGNITION & EMOTION,NA,NA,NA,33,1,NA,NA,85,93,NA,10.1080/02699931.2019.1567464,NA,NA,2019,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
WOS:000461333400002,J,"Krosnick, Jon A.; Judd, Charles M.; Wittenbrink, Bernd",NA,NA,NA,NA,NA,NA,NA,THE MEASUREMENT OF ATTITUDES,NA,NA,NA,NA,NA,NA,NA,"HANDBOOK OF ATTITUDES, VOL 1: BASIC PRINCIPLES, 2ND EDITION",NA,NA,NA,NA,NA,NA,NA,45,105,NA,NA,NA,NA,2019,2019,NA,NA,NA,NA,NA,Attitudes Conference,"MAY 17-19, 2017",NA,"Philadelphia, PA",1,NA,NA,NA,NA,NA,NA,NA
WOS:000461333400006,J,"Clore, Gerald L.; Schnall, Simone",NA,NA,NA,NA,NA,NA,NA,THE INFLUENCE OF AFFECT ON ATTITUDE,NA,NA,NA,NA,NA,NA,NA,"HANDBOOK OF ATTITUDES, VOL 1: BASIC PRINCIPLES, 2ND EDITION",NA,NA,NA,NA,NA,NA,NA,259,290,NA,NA,NA,NA,2019,2019,NA,NA,NA,NA,NA,Attitudes Conference,"MAY 17-19, 2017",NA,"Philadelphia, PA",0,NA,NA,NA,NA,NA,NA,NA
WOS:000461333400007,J,"Wegener, Duane T.; Clark, Jason K.; Petty, Richard E.",NA,NA,NA,NA,NA,NA,NA,COGNITIVE AND METACOGNITIVE PROCESSES IN ATTITUDE FORMATION AND CHANGE,NA,NA,NA,NA,NA,NA,NA,"HANDBOOK OF ATTITUDES, VOL 1: BASIC PRINCIPLES, 2ND EDITION",NA,NA,NA,NA,NA,NA,NA,291,331,NA,NA,NA,NA,2019,2019,NA,NA,NA,NA,NA,Attitudes Conference,"MAY 17-19, 2017",NA,"Philadelphia, PA",2,NA,NA,NA,NA,NA,NA,NA
WOS:000461333400008,J,"Wyer, Robert S., Jr.",NA,NA,NA,NA,NA,NA,NA,"SOME DETERMINANTS AND CONSEQUENCES OF BELIEFS Cognitive, Social, and Motivational",NA,NA,NA,NA,NA,NA,NA,"HANDBOOK OF ATTITUDES, VOL 1: BASIC PRINCIPLES, 2ND EDITION",NA,NA,NA,NA,NA,NA,NA,332,376,NA,NA,NA,NA,2019,2019,NA,NA,NA,NA,NA,Attitudes Conference,"MAY 17-19, 2017",NA,"Philadelphia, PA",0,NA,NA,NA,NA,NA,NA,NA
WOS:000461333400011,J,"Schwarz, Norbert; Lee, Spike W. S.",NA,NA,NA,NA,NA,NA,NA,EMBODIED COGNITION AND THE CONSTRUCTION OF ATTITUDES,NA,NA,NA,NA,NA,NA,NA,"HANDBOOK OF ATTITUDES, VOL 1: BASIC PRINCIPLES, 2ND EDITION",NA,NA,NA,NA,NA,NA,NA,450,479,NA,NA,NA,NA,2019,2019,NA,NA,NA,NA,NA,Attitudes Conference,"MAY 17-19, 2017",NA,"Philadelphia, PA",1,NA,NA,NA,NA,NA,NA,NA
WOS:000456759100010,J,"Lemonnier, Aurore; Alexopoulos, Theodore",NA,NA,NA,NA,NA,NA,NA,The modulation of the evaluative priming effect by phasic affect,NA,NA,NA,NA,NA,NA,NA,ACTA PSYCHOLOGICA,NA,NA,NA,192,NA,NA,NA,94,103,NA,10.1016/j.actpsy.2018.11.001,NA,NA,19-Jan,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
WOS:000452296600001,J,"Malkowski, Marcin; Clowes, Robert; Rucinska, Zuzanna; Przegalinska, Aleksandra; Zawidzki, Tadeusz; Krueger, Joel; Gies, Adam; McGann, Marek; Afeltowicz, Lukasz; Wachowski, Witold; Stjernberg, Fredrik; Loughlin, Victor; Hohol, Mateusz",NA,NA,NA,NA,NA,NA,NA,From Wide Cognition to Mechanisms: A Silent Revolution,NA,NA,NA,NA,NA,NA,NA,FRONTIERS IN PSYCHOLOGY,NA,NA,NA,9,NA,NA,NA,NA,NA,2393,10.3389/fpsyg.2018.02393,NA,NA,DEC 6 2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA
WOS:000448608400008,J,"Olsen, Carmen; Gold, Anna",NA,NA,NA,NA,NA,NA,NA,Future research directions at the intersection between cognitive neuroscience research and auditors' professional skepticism,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF ACCOUNTING LITERATURE,NA,NA,NA,41,NA,NA,NA,127,141,NA,10.1016/j.acclit.2018.03.006,NA,NA,18-Dec,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
WOS:000451216000014,J,"Smith, Ryan; Killgore, William D. S.; Alkozei, Anna; Lane, Richard D.",NA,NA,NA,NA,NA,NA,NA,A neuro-cognitive process model of emotional intelligence,NA,NA,NA,NA,NA,NA,NA,BIOLOGICAL PSYCHOLOGY,NA,NA,NA,139,NA,NA,NA,131,151,NA,10.1016/j.biopsycho.2018.10.012,NA,NA,18-Nov,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA
WOS:000446200100003,J,"Ringmar, Erik",NA,NA,NA,NA,NA,NA,NA,What are public moods?,NA,NA,NA,NA,NA,NA,NA,EUROPEAN JOURNAL OF SOCIAL THEORY,NA,NA,NA,21,4,NA,NA,453,469,NA,10.1177/1368431017736995,NA,NA,18-Nov,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
WOS:000448900000001,J,"Rosseland, Ragna; Pallesen, Stale; Nordhus, Inger Hilde; Matre, Dagfinn; Blagestad, Tone",NA,NA,NA,NA,NA,NA,NA,Effects of Sleep Fragmentation and Induced Mood on Pain Tolerance and Pain Sensitivity in Young Healthy Adults,NA,NA,NA,NA,NA,NA,NA,FRONTIERS IN PSYCHOLOGY,NA,NA,NA,9,NA,NA,NA,NA,NA,2089,10.3389/fpsyg.2018.02089,NA,NA,OCT 31 2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
WOS:000446339400004,J,"Lewis, Michael B.",NA,NA,NA,NA,NA,NA,NA,The interactions between botulinum-toxin-based facial treatments and embodied emotions,NA,NA,NA,NA,NA,NA,NA,SCIENTIFIC REPORTS,NA,NA,NA,8,NA,NA,NA,NA,NA,14720,10.1038/s41598-018-33119-1,NA,NA,OCT 3 2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
WOS:000449045700009,J,"Van Kerckhove, Anneleen; Pandelaere, Mario",NA,NA,NA,NA,NA,NA,NA,Why Are You Swiping Right? The Impact of Product Orientation on Swiping Responses,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF CONSUMER RESEARCH,NA,NA,NA,45,3,NA,NA,633,647,NA,10.1093/jcr/ucy013,NA,NA,18-Oct,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
WOS:000446540900004,J,"Sidhu, David M.; Pexman, Penny M.",NA,NA,NA,NA,NA,NA,NA,Five mechanisms of sound symbolic association,NA,NA,NA,NA,NA,NA,NA,PSYCHONOMIC BULLETIN & REVIEW,NA,NA,NA,25,5,NA,NA,1619,1643,NA,10.3758/s13423-017-1361-1,NA,NA,18-Oct,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA
WOS:000444404500003,J,"McBee, Matthew T.; Makel, Matthew C.; Peters, Scott J.; Matthews, Michael S.",NA,NA,NA,NA,NA,NA,NA,A Call for Open Science in Giftedness Research,NA,NA,NA,NA,NA,NA,NA,GIFTED CHILD QUARTERLY,NA,NA,NA,62,4,NA,NA,374,388,NA,10.1177/0016986218784178,NA,NA,18-Oct,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA
WOS:000443682400007,J,"Seligman, Rebecca",NA,NA,NA,NA,NA,NA,NA,"Mind, Body, Brain, and the Conditions of Meaning",NA,NA,NA,NA,NA,NA,NA,ETHOS,NA,NA,NA,46,3,NA,NA,397,417,NA,10.1111/etho.12207,NA,NA,18-Sep,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
WOS:000441286400005,J,"de la Rosa, Stephan; Fademrecht, Laura; Buelthoff, Heinrich H.; Giese, Martin A.; Curio, Cristobal",NA,NA,NA,NA,NA,NA,NA,Two Ways to Facial Expression Recognition? Motor and Visual Information Have Different Effects on Facial Expression Recognition,NA,NA,NA,NA,NA,NA,NA,PSYCHOLOGICAL SCIENCE,NA,NA,NA,29,8,NA,NA,1257,1269,NA,10.1177/0956797618765477,NA,NA,18-Aug,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
WOS:000440415500007,J,"Niedenthal, Paula M.; Rychlowska, Magdalena; Wood, Adrienne; Zhao, Fangyun",NA,NA,NA,NA,NA,NA,NA,"Heterogeneity of long-history migration predicts smiling, laughter and positive emotion across the globe and within the United States",NA,NA,NA,NA,NA,NA,NA,PLOS ONE,NA,NA,NA,13,8,NA,NA,NA,NA,e0197651,10.1371/journal.pone.0197651,NA,NA,AUG 1 2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA
WOS:000436650300016,J,"Taxer, Jamie L.; Gross, James J.",NA,NA,NA,NA,NA,NA,NA,"Emotion regulation in teachers: The ""why"" and ""how""",NA,NA,NA,NA,NA,NA,NA,TEACHING AND TEACHER EDUCATION,NA,NA,NA,74,NA,NA,NA,180,189,NA,10.1016/j.tate.2018.05.008,NA,NA,18-Aug,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA
WOS:000437893700002,J,"Luo, Siyang; Zhang, Xiao",NA,NA,NA,NA,NA,NA,NA,Embodiment and Humiliation Moderation of Neural Responses to Others' Suffering in Female Submissive BDSM Practitioners,NA,NA,NA,NA,NA,NA,NA,FRONTIERS IN NEUROSCIENCE,NA,NA,NA,12,NA,NA,NA,NA,NA,463,10.3389/fnins.2018.00463,NA,NA,JUL 9 2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
WOS:000443791400008,J,"Hsu, Chun-Ting; Sims, Thomas; Chakrabarti, Bhismadev",NA,NA,NA,NA,NA,NA,NA,How mimicry influences the neural correlates of reward: An fMRI study,NA,NA,NA,NA,NA,NA,NA,NEUROPSYCHOLOGIA,NA,NA,NA,116,NA,NA,NA,61,67,NA,10.1016/j.neuropsychologia.2017.08.018,NA,NA,18-Jul,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
WOS:000435853400001,J,"Hauser, David J.; Ellsworth, Phoebe C.; Gonzalez, Richard",NA,NA,NA,NA,NA,NA,NA,Are Manipulation Checks Necessary?,NA,NA,NA,NA,NA,NA,NA,FRONTIERS IN PSYCHOLOGY,NA,NA,NA,9,NA,NA,NA,NA,NA,998,10.3389/fpsyg.2018.00998,NA,NA,JUN 21 2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA
WOS:000433577700004,J,"Wang, Jingjing; Li, Weijian; Li, Xinyu; Li, Ping; Zhang, Yuchi; Jia, Xiaoyu; Chen, Yue; Vanhoy, Mickie; Sun, Binghai",NA,NA,NA,NA,NA,NA,NA,A differing bidirectional impact on the recognition accuracy of facial expression,NA,NA,NA,NA,NA,NA,NA,INTERNATIONAL JOURNAL OF PSYCHOLOGY,NA,NA,NA,53,3,NA,NA,194,199,NA,10.1002/ijop.12371,NA,NA,18-Jun,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
WOS:000431230000001,J,"Osypiuk, Kamila; Thompson, Evan; Wayne, Peter M.",NA,NA,NA,NA,NA,NA,NA,Can Tai Chi and Qigong Postures Shape Our Mood? Toward an Embodied Cognition Framework for Mind-Body Research,NA,NA,NA,NA,NA,NA,NA,FRONTIERS IN HUMAN NEUROSCIENCE,NA,NA,NA,12,NA,NA,NA,NA,NA,174,10.3389/fnhum.2018.00174,NA,NA,MAY 1 2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA
WOS:000432508900006,J,"Nayakankuppam, Dhananjay; Priester, Joseph R.; Kwon, Jae Hwan; Donovan, Leigh Anne Novak; Petty, Richard E.",NA,NA,NA,NA,NA,NA,NA,Construction and retrieval of evaluative judgments: The attitude strength moderation model,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY,NA,NA,NA,76,NA,NA,NA,54,66,NA,10.1016/j.jesp.2017.12.005,NA,NA,18-May,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
WOS:000430423100001,J,"Noah, Tom; Schul, Yaacov; Mayo, Ruth",NA,NA,NA,NA,NA,NA,NA,When Both the Original Study and Its Failed Replication Are Correct: Feeling Observed Eliminates the Facial-Feedback Effect,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,NA,NA,NA,114,5,NA,NA,657,664,NA,10.1037/pspa0000121,NA,NA,18-May,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA
WOS:000452414400004,J,"Fritsch, Julian; Elbe, Anne-Marie; Hatzigeorgiadis, Antonis",NA,NA,NA,NA,NA,NA,NA,A Call for an Increased Consideration of the Behavioral Component of Emotion in Sport Psychology Research,NA,NA,NA,NA,NA,NA,NA,ZEITSCHRIFT FUR SPORTPSYCHOLOGIE,NA,NA,NA,25,2,NA,NA,79,88,NA,10.1026/1612-5010/a000220,NA,NA,18-Apr,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
WOS:000425296000007,J,"Soderkvist, Sven; Ohlen, Kajsa; Dimberg, Ulf",NA,NA,NA,NA,NA,NA,NA,How the Experience of Emotion is Modulated by Facial Feedback,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF NONVERBAL BEHAVIOR,NA,NA,NA,42,1,NA,NA,129,151,NA,10.1007/s10919-017-0264-1,NA,NA,18-Mar,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA
WOS:000419561300023,J,"Huesmann, L. Rowell",NA,NA,NA,NA,NA,NA,NA,An integrative theoretical understanding of aggression: a brief exposition,NA,NA,NA,NA,NA,NA,NA,CURRENT OPINION IN PSYCHOLOGY,NA,NA,NA,19,NA,NA,NA,119,124,NA,10.1016/j.copsyc.2017.04.015,NA,NA,18-Feb,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA
WOS:000427608700007,J,"Vrijhof, Claudia I.; van der Voort, Anja; van IJzendoorn, Marinus H.; Euser, Saskia",NA,NA,NA,NA,NA,NA,NA,Stressful Family Environments and Children's Behavioral Control: A Multimethod Test and Replication Study With Twins,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF FAMILY PSYCHOLOGY,NA,NA,NA,32,1,NA,NA,49,59,NA,10.1037/fam0000345,NA,NA,18-Feb,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
WOS:000427017200007,J,"Jospe, Karine; Floeel, Agnes; Lavidor, Michal",NA,NA,NA,NA,NA,NA,NA,The interaction between embodiment and empathy in facial expression recognition,NA,NA,NA,NA,NA,NA,NA,SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE,NA,NA,NA,13,2,NA,NA,203,215,NA,10.1093/scan/nsy005,NA,NA,18-Feb,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
WOS:000424220500009,J,"Tillman, Richard; Louwerse, Max",NA,NA,NA,NA,NA,NA,NA,Estimating Emotions Through Language Statistics and Embodied Cognition,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF PSYCHOLINGUISTIC RESEARCH,NA,NA,NA,47,1,NA,NA,159,167,NA,10.1007/s10936-017-9522-y,NA,NA,18-Feb,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
WOS:000423317700013,J,"Berndt, Eduard; Dudschig, Carolin; Kaup, Barbara",NA,NA,NA,NA,NA,NA,NA,Activating concepts by activating experiential traces: investigations with a series of anagram solution tasks,NA,NA,NA,NA,NA,NA,NA,QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY,NA,NA,NA,71,2,NA,NA,483,498,NA,10.1080/17470218.2016.1261913,NA,NA,18-Feb,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
WOS:000419995900002,J,"Fridland, Ellen; Wiers, Corinde E.",NA,NA,NA,NA,NA,NA,NA,Addiction and embodiment,NA,NA,NA,NA,NA,NA,NA,PHENOMENOLOGY AND THE COGNITIVE SCIENCES,NA,NA,NA,17,1,NA,NA,15,42,NA,10.1007/s11097-017-9508-0,NA,NA,18-Feb,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
WOS:000419400200001,J,"Deng, Huan; Hu, Ping",NA,NA,NA,NA,NA,NA,NA,Matching Your Face or Appraising the Situation: Two Paths to Emotional Contagion,NA,NA,NA,NA,NA,NA,NA,FRONTIERS IN PSYCHOLOGY,NA,NA,NA,8,NA,NA,NA,NA,NA,2278,10.3389/fpsyg.2017.02278,NA,NA,JAN 4 2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA
WOS:000551983200003,J,"Attan, Anthony; Whitelaw, Ginny; Ferguson, Emily",NA,NA,NA,NA,NA,NA,NA,A practical model for embodied coaching,NA,NA,NA,NA,NA,NA,NA,COACHING-AN INTERNATIONAL JOURNAL OF THEORY RESEARCH AND PRACTICE,NA,NA,NA,11,1,NA,NA,16,29,NA,10.1080/17521882.2017.1351460,NA,NA,JAN 2 2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
WOS:000467370600003,J,"Jacobs, Naomi; Cooper, Rachel","Jacobs, N; Cooper, R",NA,NA,NA,NA,NA,NA,Digital public space for the evolved mind,NA,NA,NA,NA,NA,NA,NA,LIVING IN DIGITAL WORLDS: DESIGNING THE DIGITAL PUBLIC SPACE,NA,NA,NA,NA,NA,NA,NA,28,50,NA,NA,NA,NA,2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
