PT,disambiguate,AU,BA,CA,GP,RI,OI,BE,Z2,TI,X1,Y1,Z1,FT,PN,AE,Z3,SO,S1,SE,BS,VL,IS,SI,MA,BP,EP,AR,DI,D2,SU,PD,PY,AB,X4,Y4,Z4,AK,CT,CY,SP,CL,TC,Z8,ZB,ZS,Z9,SN,BN,UT,PM,case,pubYear
J,NA,"Smith, Kathryn E.; Mason, Tyler B.; Crosby, Ross D.; Cao, Li; Leonard, Rachel C.; Wetterneck, Chad T.; Smith, Brad E. R.; Farrell, Nicholas R.; Riemann, Bradley C.; Wonderlich, Stephen A.; Moessner, Markus",NA,NA,NA,NA,NA,NA,NA,A comparative network analysis of eating disorder psychopathology and co-occurring depression and anxiety symptoms before and after treatment,NA,NA,NA,NA,NA,NA,NA,PSYCHOLOGICAL MEDICINE,NA,NA,NA,49,2,NA,NA,314,324,NA,10.1017/S0033291718000867,NA,NA,19-Jan,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,WOS:000456278500016,NA,baumeister,2019
J,NA,"Werner, Kaitlyn M.; Milyavskaya, Marina",NA,NA,NA,NA,NA,NA,NA,Motivation and self-regulation: The role of want-to motivation in the processes underlying self-regulation and self-control,NA,NA,NA,NA,NA,NA,NA,SOCIAL AND PERSONALITY PSYCHOLOGY COMPASS,NA,NA,NA,13,1,NA,NA,NA,NA,e12425,10.1111/spc3.12425,NA,NA,19-Jan,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,WOS:000455960600003,NA,baumeister,2019
J,NA,"Zacher, Hannes; Schmitt, Antje; Jimmieson, Nerina L.; Rudolph, Cort W.",NA,NA,NA,NA,NA,NA,NA,"Dynamic effects of personal initiative on engagement and exhaustion: The role of mood, autonomy, and support",NA,NA,NA,NA,NA,NA,NA,JOURNAL OF ORGANIZATIONAL BEHAVIOR,NA,NA,NA,40,1,NA,NA,38,58,NA,10.1002/job.2277,NA,NA,19-Jan,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,WOS:000455502100004,NA,baumeister,2019
J,NA,"Liao, Zhenyu; Liu, Wu; Li, Xian; Song, Zhaoli",NA,NA,NA,NA,NA,NA,NA,Give and Take: An Episodic Perspective on Leader-Member Exchange,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF APPLIED PSYCHOLOGY,NA,NA,NA,104,1,NA,NA,34,51,NA,10.1037/apl0000371,NA,NA,19-Jan,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,WOS:000454514400003,NA,baumeister,2019
J,NA,"Faith, Myles S.; Diewald, Lisa K.; Crabbe, Samantha; Burgess, Brenda; Berkowitz, Robert I.",NA,NA,NA,NA,NA,NA,NA,Reduced Eating Pace (RePace) Behavioral Intervention for Children Prone to or with Obesity: Does the Turtle Win the Race?,NA,NA,NA,NA,NA,NA,NA,OBESITY,NA,NA,NA,27,1,NA,NA,121,129,NA,10.1002/oby.22329,NA,NA,19-Jan,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,WOS:000453750700017,NA,baumeister,2019
J,NA,"Suessenbach, Philipp; Rees, Jonas; Gollwitzer, Mario",NA,NA,NA,NA,NA,NA,NA,"When the going gets tough, individualizers get going: On the relationship between moral foundations and prosociality",NA,NA,NA,NA,NA,NA,NA,PERSONALITY AND INDIVIDUAL DIFFERENCES,NA,NA,NA,136,NA,NA,NA,122,131,NA,10.1016/j.paid.2018.01.019,NA,NA,JAN 1 2019,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,WOS:000447816600013,NA,baumeister,2019
J,NA,"Chen, Ming; Chen, Long; Yan, Xiao-Ming; Yu, Zhuo; Fang, Ying-Ying; Yu, Yan-Qiu",NA,NA,NA,NA,NA,NA,NA,Investigating the nonlinear effect of ego depletion on safety compliance: The moderating role of rumination,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF SAFETY RESEARCH,NA,NA,NA,67,NA,NA,NA,27,35,NA,10.1016/j.jsr.2018.09.005,NA,NA,18-Dec,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,WOS:000455064700003,NA,baumeister,2018
J,NA,"Brevers, Damien; Foucart, Jennifer; Turel, Ofir; Bertrand, Anais; Alaerts, Mikael; Verbanck, Paul; Kornreich, Charles; Bechara, Antoine",NA,NA,NA,NA,NA,NA,NA,The impact of self-control cues on subsequent monetary risk-taking,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF BEHAVIORAL ADDICTIONS,NA,NA,NA,7,4,NA,NA,1044,1055,NA,10.1556/2006.7.2018.97,NA,NA,18-Dec,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,WOS:000454636900026,NA,baumeister,2018
J,NA,"Caza, Brianna Barker; Moss, Sherry; Vough, Heather",NA,NA,NA,NA,NA,NA,NA,From Synchronizing to Harmonizing: The Process of Authenticating Multiple Work Identities,NA,NA,NA,NA,NA,NA,NA,ADMINISTRATIVE SCIENCE QUARTERLY,NA,NA,NA,63,4,NA,NA,703,745,NA,10.1177/0001839217733972,NA,NA,18-Dec,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,WOS:000453916700007,NA,baumeister,2018
J,NA,"Nowak, Andrzej; Lukowicz, Paul; Horodecki, Pawel",NA,NA,NA,NA,NA,NA,NA,Assessing Artificial Intelligence for Humanity Will AI be Our Biggest Ever Advance - or the Biggest Threat?,NA,NA,NA,NA,NA,NA,NA,IEEE TECHNOLOGY AND SOCIETY MAGAZINE,NA,NA,NA,37,4,NA,NA,26,34,NA,10.1109/MTS.2018.2876105,NA,NA,18-Dec,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,WOS:000452733400005,NA,baumeister,2018
J,NA,"Bonner, Sarah; Majors, Tracie; Ritter, Stacey",NA,NA,NA,NA,NA,NA,NA,Prepopulating Audit Workpapers with Prior Year Assessments: Default Option Effects on Risk Rating Accuracy,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF ACCOUNTING RESEARCH,NA,NA,NA,56,5,NA,NA,1453,1481,NA,10.1111/1475-679X.12218,NA,NA,18-Dec,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,WOS:000447525200004,NA,baumeister,2018
J,NA,"ten Brummelhuis, Lieke L.; Greenhaus, Jeffrey H.",NA,NA,NA,NA,NA,NA,NA,How Role Jugglers Maintain Relationships at Home and at Work: A Gender Comparison,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF APPLIED PSYCHOLOGY,NA,NA,NA,103,12,NA,NA,1265,1282,NA,10.1037/apl0000340,NA,NA,18-Dec,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,WOS:000451389200001,NA,baumeister,2018
J,NA,"Miller, Zachary David",NA,NA,NA,NA,NA,NA,NA,Finding the Unicorn: Evidence-Based Best Practices for Improving Quantitative Measures,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF PARK AND RECREATION ADMINISTRATION,NA,NA,NA,36,4,NA,NA,149,155,NA,10.18666/JPRA-2018-V36-I4-8889,NA,NA,WIN 2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,WOS:000452064400009,NA,baumeister,2018
J,NA,"Chen, Jing; Demers, Elizabeth; Lev, Baruch",NA,NA,NA,NA,NA,NA,NA,Oh What a Beautiful Morning ! Diurnal InfIuences on Executives and Analysts: Evidence from Conference Calls,NA,NA,NA,NA,NA,NA,NA,MANAGEMENT SCIENCE,NA,NA,NA,64,12,NA,NA,5899,5924,NA,10.1287/mnsc.2017.2888,NA,NA,18-Dec,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,WOS:000453018000023,NA,baumeister,2018
J,NA,"Zhang, Qi; Tong, Jiajin; Huo, Da",NA,NA,NA,NA,NA,NA,NA,DEVELOPMENT OF THE ENERGY MANAGEMENT SCALE,NA,NA,NA,NA,NA,NA,NA,SOCIAL BEHAVIOR AND PERSONALITY,NA,NA,NA,46,12,NA,NA,2081,2096,NA,10.2224/sbp.7426,NA,NA,18-Dec,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,WOS:000452554700010,NA,baumeister,2018
J,NA,"Haas, Julia",NA,NA,NA,NA,NA,NA,NA,An empirical solution to the puzzle of weakness of will,NA,NA,NA,NA,NA,NA,NA,SYNTHESE,NA,NA,NA,195,12,NA,NA,5175,5195,NA,10.1007/s11229-018-1712-0,NA,NA,18-Dec,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,WOS:000450864400004,NA,baumeister,2018
J,NA,"Staller, Mario S.; Christiansen, Paul; Zaiser, Benjamin; Koerner, Swen; Cole, Jon C.",NA,NA,NA,NA,NA,NA,NA,Do they Aggress Earlier? Investigating the Effects of Ego Depletion on Police Officers' Use of Force Behavior,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF POLICE AND CRIMINAL PSYCHOLOGY,NA,NA,NA,33,4,NA,NA,332,344,NA,10.1007/s11896-017-9249-6,NA,NA,18-Dec,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,WOS:000448984700005,NA,baumeister,2018
J,NA,"Farris, Samantha G.; DiBello, Angelo M.; Zvolensky, Michael J.",NA,NA,NA,NA,NA,NA,NA,Development and validation of a contextual behavioral distress intolerance task in cigarette smokers,NA,NA,NA,NA,NA,NA,NA,ADDICTIVE BEHAVIORS,NA,NA,NA,87,NA,NA,NA,260,266,NA,10.1016/j.addbeh.2018.07.020,NA,NA,18-Dec,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,WOS:000445719100039,NA,baumeister,2018
J,NA,"Weippert, Matthias; Rickler, Michel; Kluck, Steffen; Behrens, Kristin; Bastian, Manuela; Mau-Moeller, Anett; Bruhn, Sven; Lischke, Alexander",NA,NA,NA,NA,NA,NA,NA,"It's Harder to Push, When I Have to Push Hard-Physical Exertion and Fatigue Changes Reasoning and Decision-Making on Hypothetical Moral Dilemmas in Males",NA,NA,NA,NA,NA,NA,NA,FRONTIERS IN BEHAVIORAL NEUROSCIENCE,NA,NA,NA,12,NA,NA,NA,NA,NA,268,10.3389/fnbeh.2018.00268,NA,NA,NOV 23 2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,WOS:000451190300001,NA,baumeister,2018
J,NA,"Englert, Chris; Havik, Larissa; Zhang, Qian; Oudejans, Raoul R. D.",NA,NA,NA,NA,NA,NA,NA,Can you go the extra mile? The effect of ego depletion on endurance performance,NA,NA,NA,NA,NA,NA,NA,INTERNATIONAL JOURNAL OF SPORT PSYCHOLOGY,NA,NA,NA,49,6,NA,NA,505,520,NA,10.7352/IJSP.2018.49.505,NA,NA,NOV-DEC 2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,WOS:000462694500003,NA,baumeister,2018
J,NA,"van Eerde, Wendelien; Klingsieck, Katrin B.",NA,NA,NA,NA,NA,NA,NA,Overcoming procrastination? A meta-analysis of intervention studies,NA,NA,NA,NA,NA,NA,NA,EDUCATIONAL RESEARCH REVIEW,NA,NA,NA,25,NA,NA,NA,73,85,NA,10.1016/j.edurev.2018.09.002,NA,NA,18-Nov,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,WOS:000453644900005,NA,baumeister,2018
J,NA,"Gokani, Nikhil",NA,NA,NA,NA,NA,NA,NA,Regulation for health inequalities and non-communicable diseases: In want of (effective) behavioural insights,NA,NA,NA,NA,NA,NA,NA,EUROPEAN LAW JOURNAL,NA,NA,NA,24,6,NA,NA,490,509,NA,10.1111/eulj.12219,NA,NA,18-Nov,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,WOS:000450669500009,NA,baumeister,2018
J,NA,"Bosworth, Hayden B.; Blalock, Dan V.; Hoyle, Rick H.; Czajkowski, Susan M.; Voils, Corrine I.",NA,NA,NA,NA,NA,NA,NA,The Role of Psychological Science in Efforts to Improve Cardiovascular Medication Adherence,NA,NA,NA,NA,NA,NA,NA,AMERICAN PSYCHOLOGIST,NA,NA,NA,73,8,NA,NA,968,980,NA,10.1037/amp0000316,NA,NA,18-Nov,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,WOS:000449113200003,NA,baumeister,2018
J,NA,"Rebar, Amanda L.; Dimmock, James A.; Rhodes, Ryan E.; Jackson, Ben",NA,NA,NA,NA,NA,NA,NA,A daily diary approach to investigate the effect of ego depletion on intentions and next day behavior,NA,NA,NA,NA,NA,NA,NA,PSYCHOLOGY OF SPORT AND EXERCISE,NA,NA,NA,39,NA,NA,NA,38,44,NA,10.1016/j.psychsport.2018.07.010,NA,NA,18-Nov,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,WOS:000448093200005,NA,baumeister,2018
J,NA,"Mrazek, Alissa J.; Ihm, Elliott D.; Molden, Daniel C.; Mrazek, Michael D.; Zedelius, Claire M.; Schooler, Jonathan W.",NA,NA,NA,NA,NA,NA,NA,Expanding minds: Growth mindsets of self-regulation and the influences on effort and perseverance,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY,NA,NA,NA,79,NA,NA,NA,164,180,NA,10.1016/j.jesp.2018.07.003,NA,NA,18-Nov,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,WOS:000448093100017,NA,baumeister,2018
J,NA,"Shin, Joongwon; Mattila, Anna S.",NA,NA,NA,NA,NA,NA,NA,When Pizza Doesn't Sound as Good as Usual: Restrained Versus Unrestrained Eaters' Responses to Gluten-Free Menu Items,NA,NA,NA,NA,NA,NA,NA,CORNELL HOSPITALITY QUARTERLY,NA,NA,NA,59,4,NA,NA,397,410,NA,10.1177/1938965518762842,NA,NA,18-Nov,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,WOS:000447561500009,NA,baumeister,2018
J,NA,"Whiteside, David B.; Barclay, Laurie J.",NA,NA,NA,NA,NA,NA,NA,When Wanting To Be Fair Is Not Enough: The Effects of Depletion and Self-Appraisal Gaps on Fair Behavior,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF MANAGEMENT,NA,NA,NA,44,8,NA,NA,3311,3335,NA,10.1177/0149206316672531,NA,NA,18-Nov,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,WOS:000446343100013,NA,baumeister,2018
J,NA,"Gentina, Elodie; Tang, Thomas Li-Ping; Dancoine, Pierre-Francois",NA,NA,NA,NA,NA,NA,NA,Does Gen Z's emotional intelligence promote iCheating (cheating with iPhone) yet curb iCheating through reduced nomophobia?,NA,NA,NA,NA,NA,NA,NA,COMPUTERS & EDUCATION,NA,NA,NA,126,NA,NA,NA,231,247,NA,10.1016/j.compedu.2018.07.011,NA,NA,18-Nov,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,WOS:000445311100018,NA,baumeister,2018
J,NA,"Wang, Xiao-Tian",NA,NA,NA,NA,NA,NA,NA,Resource Signaling via Blood Glucose in Embodied Decision Making,NA,NA,NA,NA,NA,NA,NA,FRONTIERS IN PSYCHOLOGY,NA,NA,NA,9,NA,NA,NA,NA,NA,1965,10.3389/fpsyg.2018.01965,NA,NA,OCT 15 2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,WOS:000447281300001,NA,baumeister,2018
J,NA,"Qin, Xin; Huang, Mingpeng; Johnson, Russell E.; Hu, Qiongjing; Ju, Dong",NA,NA,NA,NA,NA,NA,NA,THE SHORT-LIVED BENEFITS OF ABUSIVE SUPERVISORY BEHAVIOR FOR ACTORS: AN INVESTIGATION OF RECOVERY AND WORK ENGAGEMENT,NA,NA,NA,NA,NA,NA,NA,ACADEMY OF MANAGEMENT JOURNAL,NA,NA,NA,61,5,NA,NA,1951,1975,NA,10.5465/amj.2016.1325,NA,NA,18-Oct,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,WOS:000448133100014,NA,baumeister,2018
J,NA,"Burkley, Edward; Burkley, Melissa; Curtis, Jessica; Hatvany, Thomas",NA,NA,NA,NA,NA,NA,NA,Lead us not into temptation: The seven deadly sins as a taxonomy of temptations,NA,NA,NA,NA,NA,NA,NA,SOCIAL AND PERSONALITY PSYCHOLOGY COMPASS,NA,NA,NA,12,10,NA,NA,NA,NA,e12416,10.1111/spc3.12416,NA,NA,18-Oct,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,WOS:000446671500003,NA,baumeister,2018
J,NA,"Houdek, Petr; Koblovsky, Petr; St'astny, Daniel; Vranka, Marek",NA,NA,NA,NA,NA,NA,NA,Consumer Decision Making in the Information Age,NA,NA,NA,NA,NA,NA,NA,SOCIETY,NA,NA,NA,55,5,NA,NA,422,429,NA,10.1007/s12115-018-0283-5,NA,NA,18-Oct,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,WOS:000446518600007,NA,baumeister,2018
J,NA,"da Costa, Marconi Freitas; de Fariasl, Salomao Alencar; de Angelo, Claudio Felisoni",NA,NA,NA,NA,NA,NA,NA,Chronic Regulatory Focus: Resist impulse consumption or let it happen?,NA,NA,NA,NA,NA,NA,NA,RBGN-REVISTA BRASILEIRA DE GESTAO DE NEGOCIOS,NA,NA,NA,20,4,NA,NA,619,637,NA,10.7819/rbgn.v0i0.3954,NA,NA,OCT-DEC 2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,WOS:000446436300007,NA,baumeister,2018
J,NA,"Klotz, Anthony C.; He, Wei; Yam, Kai Chi; Bolino, Mark C.; Wei, Wu; Houston, Lawrence, III",NA,NA,NA,NA,NA,NA,NA,Good Actors but Bad Apples: Deviant Consequences of Daily Impression Management at Work,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF APPLIED PSYCHOLOGY,NA,NA,NA,103,10,NA,NA,1145,1154,NA,10.1037/apl0000335,NA,NA,18-Oct,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,WOS:000445644000005,NA,baumeister,2018
J,NA,"Graham, Jeffrey D.; Li, Yao-Chuen; Bray, Steven R.; Cairney, John",NA,NA,NA,NA,NA,NA,NA,Effects of Cognitive Control Exertion and Motor Coordination on Task Self-Efficacy and Muscular Endurance Performance in Children,NA,NA,NA,NA,NA,NA,NA,FRONTIERS IN HUMAN NEUROSCIENCE,NA,NA,NA,12,NA,NA,NA,NA,NA,379,10.3389/fnhum.2018.00379,NA,NA,SEP 24 2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,WOS:000445378200001,NA,baumeister,2018
J,NA,"Pattyn, Nathalie; Van Cutsem, Jeroen; Dessy, Emilie; Mairesse, Olivier",NA,NA,NA,NA,NA,NA,NA,"Bridging Exercise Science, Cognitive Psychology, and Medical Practice: Is ""Cognitive Fatigue"" a Remake of ""The Emperor's New Clothes""?",NA,NA,NA,NA,NA,NA,NA,FRONTIERS IN PSYCHOLOGY,NA,NA,NA,9,NA,NA,NA,NA,NA,1246,10.3389/fpsyg.2018.01246,NA,NA,SEP 10 2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,WOS:000444167900001,NA,baumeister,2018
J,NA,"Francis, Zoe; Milyayskaya, Marina; Lin, Hause; Inzlicht, Michael",NA,NA,NA,NA,NA,NA,NA,"Development of a Within-Subject, Repeated-Measures Ego-Depletion Paradigm Inconsistent Results and Future Recommendations",NA,NA,NA,NA,NA,NA,NA,SOCIAL PSYCHOLOGY,NA,NA,NA,49,5,NA,NA,271,286,NA,10.1027/1864-9335/a000348,NA,NA,18-Sep,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,WOS:000461802500002,NA,baumeister,2018
J,NA,"Patterson, Richard W.",NA,NA,NA,NA,NA,NA,NA,Can behavioral tools improve online student outcomes? Experimental evidence from a massive open online course,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF ECONOMIC BEHAVIOR & ORGANIZATION,NA,NA,NA,153,NA,NA,NA,293,321,NA,10.1016/j.jebo.2018.06.017,NA,NA,18-Sep,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,WOS:000454975200017,NA,baumeister,2018
J,NA,"Martin, Kristy; Meeusen, Romain; Thompson, Kevin G.; Keegan, Richard; Rattray, Ben",NA,NA,NA,NA,NA,NA,NA,Mental Fatigue Impairs Endurance Performance: A Physiological Explanation,NA,NA,NA,NA,NA,NA,NA,SPORTS MEDICINE,NA,NA,NA,48,9,NA,NA,2041,2051,NA,10.1007/s40279-018-0946-9,NA,NA,18-Sep,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,WOS:000454454900005,NA,baumeister,2018
J,NA,"Wang, Lin; Owens, Bradley P.; Li, Junchao (Jason); Shi, Lihua",NA,NA,NA,NA,NA,NA,NA,"Exploring the Affective Impact, Boundary Conditions, and Antecedents of Leader Humility",NA,NA,NA,NA,NA,NA,NA,JOURNAL OF APPLIED PSYCHOLOGY,NA,NA,NA,103,9,NA,NA,1019,1038,NA,10.1037/apl0000314,NA,NA,18-Sep,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,WOS:000443737700005,NA,baumeister,2018
J,NA,"Verschuere, Bruno; Kobis, Nils C.; Bereby-Meyer, Yoella; Rand, David; Shalvi, Shaul",NA,NA,NA,NA,NA,NA,NA,Taxing the Brain to Uncover Lying? Meta-analyzing the Effect of Imposing Cognitive Load on the Reaction-Time Costs of Lying,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF APPLIED RESEARCH IN MEMORY AND COGNITION,NA,NA,NA,7,3,NA,NA,462,469,NA,10.1016/j.jarmac.2018.04.005,NA,NA,18-Sep,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,WOS:000444108200016,NA,baumeister,2018
J,NA,"Klinger, Jane A.; Scholer, Abigail A.; Hui, Chin Ming; Molden, Daniel C.",NA,NA,NA,NA,NA,NA,NA,Effortful experiences of self-control foster lay theories that self-control is limited,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY,NA,NA,NA,78,NA,NA,NA,1,13,NA,10.1016/j.jesp.2018.04.006,NA,NA,18-Sep,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,WOS:000440529900001,NA,baumeister,2018
J,NA,"Samuel, Roy David; Englert, Chris; Zhang, Qian; Basevitch, Itay",NA,NA,NA,NA,NA,NA,NA,"Hi ref, are you in control? Self-control, ego-depletion, and performance in soccer referees",NA,NA,NA,NA,NA,NA,NA,PSYCHOLOGY OF SPORT AND EXERCISE,NA,NA,NA,38,NA,NA,NA,167,175,NA,10.1016/j.psychsport.2018.06.009,NA,NA,18-Sep,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,WOS:000441687300019,NA,baumeister,2018
J,NA,"Morar, Nicolae; Skorburgl, Joshua August",NA,NA,NA,NA,NA,NA,NA,Bioethics and the Hypothesis of Extended Health,NA,NA,NA,NA,NA,NA,NA,KENNEDY INSTITUTE OF ETHICS JOURNAL,NA,NA,NA,28,3,NA,NA,341,376,NA,10.1353/ken.2018.0020,NA,NA,18-Sep,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,WOS:000448316200005,NA,baumeister,2018
J,NA,"Walters, Kyle J.; Simons, Jeffrey S.; Simons, Raluca M.",NA,NA,NA,NA,NA,NA,NA,Self-Control Demands and Alcohol-Related Problems: Within- and Between-Person Associations,NA,NA,NA,NA,NA,NA,NA,PSYCHOLOGY OF ADDICTIVE BEHAVIORS,NA,NA,NA,32,6,NA,NA,573,582,NA,10.1037/adb0000387,NA,NA,18-Sep,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,WOS:000444619700001,NA,baumeister,2018
J,NA,"Brown, Heather; Presseau, Justin",NA,NA,NA,NA,NA,NA,NA,Work Me Not Into Temptation: Exploring the Relationship between Work and Healthy Eating in Dieters Using Data from the HILDA Survey,NA,NA,NA,NA,NA,NA,NA,AUSTRALIAN ECONOMIC REVIEW,NA,NA,NA,51,3,NA,NA,368,381,NA,10.1111/1467-8462.12269,NA,NA,18-Sep,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,WOS:000443223000004,NA,baumeister,2018
J,NA,"Bayer, Ya'akov M.; Osher, Yamima",NA,NA,NA,NA,NA,NA,NA,"Time Preference, Executive Functions, and Ego-Depletion: An Exploratory Study",NA,NA,NA,NA,NA,NA,NA,JOURNAL OF NEUROSCIENCE PSYCHOLOGY AND ECONOMICS,NA,NA,NA,11,3,NA,NA,127,134,NA,10.1037/npe0000092,NA,NA,18-Sep,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,WOS:000442587700001,NA,baumeister,2018
J,NA,"Balafoutas, Loukas; Kerschbamer, Rudolf; Oexl, Regine",NA,NA,NA,NA,NA,NA,NA,Distributional Preferences and Ego Depletion,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF NEUROSCIENCE PSYCHOLOGY AND ECONOMICS,NA,NA,NA,11,3,NA,NA,147,165,NA,10.1037/npe0000082,NA,NA,18-Sep,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,WOS:000442587700003,NA,baumeister,2018
J,NA,"Tadmor, Carmit T.; Hong, Ying-yi; Chao, Melody M.; Cohen, Ayala",NA,NA,NA,NA,NA,NA,NA,The Tolerance Benefits of Multicultural Experiences Depend on the Perception of Available Mental Resources,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,NA,NA,NA,115,3,NA,NA,398,426,NA,10.1037/pspa0000125,NA,NA,18-Sep,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,WOS:000441684100003,NA,baumeister,2018
J,NA,"Weiss, Nicole H.; Forkus, Shannon R.; Contractor, Ateka A.; Schick, Melissa R.",NA,NA,NA,NA,NA,NA,NA,Difficulties regulating positive emotions and alcohol and drug misuse: A path analysis,NA,NA,NA,NA,NA,NA,NA,ADDICTIVE BEHAVIORS,NA,NA,NA,84,NA,NA,NA,45,52,NA,10.1016/j.addbeh.2018.03.027,NA,NA,18-Sep,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,WOS:000435058500008,NA,baumeister,2018
